a1,ger,block1,119,119check,225,225check,407,407check,314,314check,111,111check,220,220check,421,421check,328,328check,112,112check,217,217check,block2,422,422check,327,327check,106,106check,215,215check,409,409check,219,219check,325,325check,107,107check,414,414check,211,211check,block3,320,320check,121,121check,428,428check,212,212check,317,317check,122,122check,427,427check,206,206check,315,315check,109,109check,block4,319,319check,425,425check,207,207check,114,114check,311,311check,420,420check,221,221check,128,128check,312,312check,417,417check,block5,222,222check,127,127check,306,306check,415,415check,209,209check,419,419check,125,125check,307,307check,214,214check,411,411check,block6,120,120check,321,321check,228,228check,412,412check,117,117check,322,322check,227,227check,406,406check,115,115check,309,309check
a1,jpn,block1,119,119check,225,225check,407,407check,314,314check,111,111check,220,220check,421,421check,328,328check,112,112check,217,217check,block2,422,422check,327,327check,106,106check,215,215check,409,409check,219,219check,325,325check,107,107check,414,414check,211,211check,block3,320,320check,121,121check,428,428check,212,212check,317,317check,122,122check,427,427check,206,206check,315,315check,109,109check,block4,319,319check,425,425check,207,207check,114,114check,311,311check,420,420check,221,221check,128,128check,312,312check,417,417check,block5,222,222check,127,127check,306,306check,415,415check,209,209check,419,419check,125,125check,307,307check,214,214check,411,411check,block6,120,120check,321,321check,228,228check,412,412check,117,117check,322,322check,227,227check,406,406check,115,115check,309,309check
a2,ger,block1,130,130check,202,202check,429,429check,318,318check,126,126check,201,201check,423,423check,303,303check,105,105check,216,216check,block2,413,413check,324,324check,104,104check,210,210check,408,408check,230,230check,302,302check,129,129check,418,418check,226,226check,block3,301,301check,123,123check,403,403check,205,205check,316,316check,113,113check,424,424check,204,204check,310,310check,108,108check,block4,330,330check,402,402check,229,229check,118,118check,326,326check,401,401check,223,223check,103,103check,305,305check,416,416check,block5,213,213check,124,124check,304,304check,410,410check,208,208check,430,430check,102,102check,329,329check,218,218check,426,426check,block6,101,101check,323,323check,203,203check,405,405check,116,116check,313,313check,224,224check,404,404check,110,110check,308,308check
a2,jpn,block1,130,130check,202,202check,429,429check,318,318check,126,126check,201,201check,423,423check,303,303check,105,105check,216,216check,block2,413,413check,324,324check,104,104check,210,210check,408,408check,230,230check,302,302check,129,129check,418,418check,226,226check,block3,301,301check,123,123check,403,403check,205,205check,316,316check,113,113check,424,424check,204,204check,310,310check,108,108check,block4,330,330check,402,402check,229,229check,118,118check,326,326check,401,401check,223,223check,103,103check,305,305check,416,416check,block5,213,213check,124,124check,304,304check,410,410check,208,208check,430,430check,102,102check,329,329check,218,218check,426,426check,block6,101,101check,323,323check,203,203check,405,405check,116,116check,313,313check,224,224check,404,404check,110,110check,308,308check
b1,ger,block1,308,308check,410,410check,204,204check,124,124check,313,313check,416,416check,205,205check,103,103check,323,323check,401,401check,block2,226,226check,118,118check,329,329check,402,402check,230,230check,408,408check,110,110check,304,304check,224,224check,413,413check,block3,116,116check,305,305check,203,203check,423,423check,101,101check,326,326check,218,218check,429,429check,102,102check,330,330check,block4,108,108check,210,210check,404,404check,324,324check,113,113check,216,216check,405,405check,303,303check,123,123check,201,201check,block5,426,426check,318,318check,129,129check,202,202check,430,430check,208,208check,310,310check,104,104check,424,424check,213,213check,block6,316,316check,105,105check,403,403check,223,223check,301,301check,126,126check,418,418check,229,229check,302,302check,130,130check
b1,jpn,block1,308,308check,410,410check,204,204check,124,124check,313,313check,416,416check,205,205check,103,103check,323,323check,401,401check,block2,226,226check,118,118check,329,329check,402,402check,230,230check,408,408check,110,110check,304,304check,224,224check,413,413check,block3,116,116check,305,305check,203,203check,423,423check,101,101check,326,326check,218,218check,429,429check,102,102check,330,330check,block4,108,108check,210,210check,404,404check,324,324check,113,113check,216,216check,405,405check,303,303check,123,123check,201,201check,block5,426,426check,318,318check,129,129check,202,202check,430,430check,208,208check,310,310check,104,104check,424,424check,213,213check,block6,316,316check,105,105check,403,403check,223,223check,301,301check,126,126check,418,418check,229,229check,302,302check,130,130check
b2,ger,block1,309,309check,415,415check,206,206check,127,127check,322,322check,417,417check,212,212check,128,128check,321,321check,420,420check,block2,211,211check,114,114check,307,307check,425,425check,219,219check,409,409check,115,115check,306,306check,227,227check,422,422check,block3,117,117check,312,312check,228,228check,421,421check,120,120check,311,311check,214,214check,407,407check,125,125check,319,319check,block4,109,109check,215,215check,406,406check,327,327check,122,122check,217,217check,412,412check,328,328check,121,121check,220,220check,block5,411,411check,314,314check,107,107check,225,225check,419,419check,209,209check,315,315check,106,106check,427,427check,222,222check,block6,317,317check,112,112check,428,428check,221,221check,320,320check,111,111check,414,414check,207,207check,325,325check,119,119check
b2,jpn,block1,309,309check,415,415check,206,206check,127,127check,322,322check,417,417check,212,212check,128,128check,321,321check,420,420check,block2,211,211check,114,114check,307,307check,425,425check,219,219check,409,409check,115,115check,306,306check,227,227check,422,422check,block3,117,117check,312,312check,228,228check,421,421check,120,120check,311,311check,214,214check,407,407check,125,125check,319,319check,block4,109,109check,215,215check,406,406check,327,327check,122,122check,217,217check,412,412check,328,328check,121,121check,220,220check,block5,411,411check,314,314check,107,107check,225,225check,419,419check,209,209check,315,315check,106,106check,427,427check,222,222check,block6,317,317check,112,112check,428,428check,221,221check,320,320check,111,111check,414,414check,207,207check,325,325check,119,119check
c1,ger,block1,130,130check,202,202check,429,429check,318,318check,126,126check,201,201check,423,423check,303,303check,105,105check,216,216check,block2,413,413check,324,324check,104,104check,210,210check,408,408check,230,230check,302,302check,129,129check,418,418check,226,226check,block3,301,301check,123,123check,403,403check,205,205check,316,316check,113,113check,424,424check,204,204check,310,310check,108,108check,block4,330,330check,402,402check,229,229check,118,118check,326,326check,401,401check,223,223check,103,103check,305,305check,416,416check,block5,213,213check,124,124check,304,304check,410,410check,208,208check,430,430check,102,102check,329,329check,218,218check,426,426check,block6,101,101check,323,323check,203,203check,405,405check,116,116check,313,313check,224,224check,404,404check,110,110check,308,308check
c1,jpn,block1,130,130check,202,202check,429,429check,318,318check,126,126check,201,201check,423,423check,303,303check,105,105check,216,216check,block2,413,413check,324,324check,104,104check,210,210check,408,408check,230,230check,302,302check,129,129check,418,418check,226,226check,block3,301,301check,123,123check,403,403check,205,205check,316,316check,113,113check,424,424check,204,204check,310,310check,108,108check,block4,330,330check,402,402check,229,229check,118,118check,326,326check,401,401check,223,223check,103,103check,305,305check,416,416check,block5,213,213check,124,124check,304,304check,410,410check,208,208check,430,430check,102,102check,329,329check,218,218check,426,426check,block6,101,101check,323,323check,203,203check,405,405check,116,116check,313,313check,224,224check,404,404check,110,110check,308,308check
c2,ger,block1,119,119check,225,225check,407,407check,314,314check,111,111check,220,220check,421,421check,328,328check,112,112check,217,217check,block2,422,422check,327,327check,106,106check,215,215check,409,409check,219,219check,325,325check,107,107check,414,414check,211,211check,block3,320,320check,121,121check,428,428check,212,212check,317,317check,122,122check,427,427check,206,206check,315,315check,109,109check,block4,319,319check,425,425check,207,207check,114,114check,311,311check,420,420check,221,221check,128,128check,312,312check,417,417check,block5,222,222check,127,127check,306,306check,415,415check,209,209check,419,419check,125,125check,307,307check,214,214check,411,411check,block6,120,120check,321,321check,228,228check,412,412check,117,117check,322,322check,227,227check,406,406check,115,115check,309,309check
c2,jpn,block1,119,119check,225,225check,407,407check,314,314check,111,111check,220,220check,421,421check,328,328check,112,112check,217,217check,block2,422,422check,327,327check,106,106check,215,215check,409,409check,219,219check,325,325check,107,107check,414,414check,211,211check,block3,320,320check,121,121check,428,428check,212,212check,317,317check,122,122check,427,427check,206,206check,315,315check,109,109check,block4,319,319check,425,425check,207,207check,114,114check,311,311check,420,420check,221,221check,128,128check,312,312check,417,417check,block5,222,222check,127,127check,306,306check,415,415check,209,209check,419,419check,125,125check,307,307check,214,214check,411,411check,block6,120,120check,321,321check,228,228check,412,412check,117,117check,322,322check,227,227check,406,406check,115,115check,309,309check
d1,ger,block1,309,309check,415,415check,206,206check,127,127check,322,322check,417,417check,212,212check,128,128check,321,321check,420,420check,block2,211,211check,114,114check,307,307check,425,425check,219,219check,409,409check,115,115check,306,306check,227,227check,422,422check,block3,117,117check,312,312check,228,228check,421,421check,120,120check,311,311check,214,214check,407,407check,125,125check,319,319check,block4,109,109check,215,215check,406,406check,327,327check,122,122check,217,217check,412,412check,328,328check,121,121check,220,220check,block5,411,411check,314,314check,107,107check,225,225check,419,419check,209,209check,315,315check,106,106check,427,427check,222,222check,block6,317,317check,112,112check,428,428check,221,221check,320,320check,111,111check,414,414check,207,207check,325,325check,119,119check
d1,jpn,block1,309,309check,415,415check,206,206check,127,127check,322,322check,417,417check,212,212check,128,128check,321,321check,420,420check,block2,211,211check,114,114check,307,307check,425,425check,219,219check,409,409check,115,115check,306,306check,227,227check,422,422check,block3,117,117check,312,312check,228,228check,421,421check,120,120check,311,311check,214,214check,407,407check,125,125check,319,319check,block4,109,109check,215,215check,406,406check,327,327check,122,122check,217,217check,412,412check,328,328check,121,121check,220,220check,block5,411,411check,314,314check,107,107check,225,225check,419,419check,209,209check,315,315check,106,106check,427,427check,222,222check,block6,317,317check,112,112check,428,428check,221,221check,320,320check,111,111check,414,414check,207,207check,325,325check,119,119check
d2,ger,block1,308,308check,410,410check,204,204check,124,124check,313,313check,416,416check,205,205check,103,103check,323,323check,401,401check,block2,226,226check,118,118check,329,329check,402,402check,230,230check,408,408check,110,110check,304,304check,224,224check,413,413check,block3,116,116check,305,305check,203,203check,423,423check,101,101check,326,326check,218,218check,429,429check,102,102check,330,330check,block4,108,108check,210,210check,404,404check,324,324check,113,113check,216,216check,405,405check,303,303check,123,123check,201,201check,block5,426,426check,318,318check,129,129check,202,202check,430,430check,208,208check,310,310check,104,104check,424,424check,213,213check,block6,316,316check,105,105check,403,403check,223,223check,301,301check,126,126check,418,418check,229,229check,302,302check,130,130check
d2,jpn,block1,308,308check,410,410check,204,204check,124,124check,313,313check,416,416check,205,205check,103,103check,323,323check,401,401check,block2,226,226check,118,118check,329,329check,402,402check,230,230check,408,408check,110,110check,304,304check,224,224check,413,413check,block3,116,116check,305,305check,203,203check,423,423check,101,101check,326,326check,218,218check,429,429check,102,102check,330,330check,block4,108,108check,210,210check,404,404check,324,324check,113,113check,216,216check,405,405check,303,303check,123,123check,201,201check,block5,426,426check,318,318check,129,129check,202,202check,430,430check,208,208check,310,310check,104,104check,424,424check,213,213check,block6,316,316check,105,105check,403,403check,223,223check,301,301check,126,126check,418,418check,229,229check,302,302check,130,130check
a13,ger,block1,119,119check,225,225check,407,407check,314,314check,111,111check,220,220check,421,421check,328,328check,112,112check,217,217check,block2,219,219check,325,325check,107,107check,414,414check,211,211check,320,320check,121,121check,428,428check,212,212check,317,317check,block3,419,419check,125,125check,307,307check,214,214check,411,411check,120,120check,321,321check,228,228check,412,412check,117,117check,block4,319,319check,425,425check,207,207check,114,114check,311,311check,420,420check,221,221check,128,128check,312,312check,417,417check
a13,jpn,block1,119,119check,225,225check,407,407check,314,314check,111,111check,220,220check,421,421check,328,328check,112,112check,217,217check,block2,219,219check,325,325check,107,107check,414,414check,211,211check,320,320check,121,121check,428,428check,212,212check,317,317check,block3,419,419check,125,125check,307,307check,214,214check,411,411check,120,120check,321,321check,228,228check,412,412check,117,117check,block4,319,319check,425,425check,207,207check,114,114check,311,311check,420,420check,221,221check,128,128check,312,312check,417,417check
a23,ger,block1,222,222check,327,327check,106,106check,415,415check,209,209check,330,330check,102,102check,429,429check,218,218check,326,326check,block2,422,422check,127,127check,306,306check,215,215check,409,409check,130,130check,302,302check,229,229check,418,418check,126,126check,block3,322,322check,427,427check,206,206check,115,115check,309,309check,430,430check,202,202check,129,129check,318,318check,426,426check,block4,122,122check,227,227check,406,406check,315,315check,109,109check,230,230check,402,402check,329,329check,118,118check,226,226check
a23,jpn,block1,222,222check,327,327check,106,106check,415,415check,209,209check,330,330check,102,102check,429,429check,218,218check,326,326check,block2,422,422check,127,127check,306,306check,215,215check,409,409check,130,130check,302,302check,229,229check,418,418check,126,126check,block3,322,322check,427,427check,206,206check,115,115check,309,309check,430,430check,202,202check,129,129check,318,318check,426,426check,block4,122,122check,227,227check,406,406check,315,315check,109,109check,230,230check,402,402check,329,329check,118,118check,226,226check
a33,ger,block1,401,401check,123,123check,303,303check,205,205check,416,416check,113,113check,324,324check,204,204check,410,410check,108,108check,block2,301,301check,423,423check,203,203check,105,105check,316,316check,413,413check,224,224check,104,104check,310,310check,408,408check,block3,101,101check,223,223check,403,403check,305,305check,116,116check,213,213check,424,424check,304,304check,110,110check,208,208check,block4,201,201check,323,323check,103,103check,405,405check,216,216check,313,313check,124,124check,404,404check,210,210check,308,308check
a33,jpn,block1,401,401check,123,123check,303,303check,205,205check,416,416check,113,113check,324,324check,204,204check,410,410check,108,108check,block2,301,301check,423,423check,203,203check,105,105check,316,316check,413,413check,224,224check,104,104check,310,310check,408,408check,block3,101,101check,223,223check,403,403check,305,305check,116,116check,213,213check,424,424check,304,304check,110,110check,208,208check,block4,201,201check,323,323check,103,103check,405,405check,216,216check,313,313check,124,124check,404,404check,210,210check,308,308check
b13,ger,block1,108,108check,210,210check,404,404check,324,324check,113,113check,216,216check,405,405check,303,303check,123,123check,201,201check,block2,208,208check,310,310check,104,104check,424,424check,213,213check,316,316check,105,105check,403,403check,223,223check,301,301check,block3,408,408check,110,110check,304,304check,224,224check,413,413check,116,116check,305,305check,203,203check,423,423check,101,101check,block4,308,308check,410,410check,204,204check,124,124check,313,313check,416,416check,205,205check,103,103check,323,323check,401,401check
b13,jpn,block1,108,108check,210,210check,404,404check,324,324check,113,113check,216,216check,405,405check,303,303check,123,123check,201,201check,block2,208,208check,310,310check,104,104check,424,424check,213,213check,316,316check,105,105check,403,403check,223,223check,301,301check,block3,408,408check,110,110check,304,304check,224,224check,413,413check,116,116check,305,305check,203,203check,423,423check,101,101check,block4,308,308check,410,410check,204,204check,124,124check,313,313check,416,416check,205,205check,103,103check,323,323check,401,401check
b23,ger,block1,226,226check,318,318check,129,129check,402,402check,230,230check,309,309check,115,115check,406,406check,227,227check,322,322check,block2,426,426check,118,118check,329,329check,202,202check,430,430check,109,109check,315,315check,206,206check,427,427check,122,122check,block3,326,326check,418,418check,229,229check,102,102check,330,330check,409,409check,215,215check,106,106check,327,327check,422,422check,block4,126,126check,218,218check,429,429check,302,302check,130,130check,209,209check,415,415check,306,306check,127,127check,222,222check
b23,jpn,block1,226,226check,318,318check,129,129check,402,402check,230,230check,309,309check,115,115check,406,406check,227,227check,322,322check,block2,426,426check,118,118check,329,329check,202,202check,430,430check,109,109check,315,315check,206,206check,427,427check,122,122check,block3,326,326check,418,418check,229,229check,102,102check,330,330check,409,409check,215,215check,106,106check,327,327check,422,422check,block4,126,126check,218,218check,429,429check,302,302check,130,130check,209,209check,415,415check,306,306check,127,127check,222,222check
b33,ger,block1,417,417check,112,112check,328,328check,221,221check,420,420check,111,111check,314,314check,207,207check,425,425check,119,119check,block2,317,317check,412,412check,228,228check,121,121check,320,320check,411,411check,214,214check,107,107check,325,325check,419,419check,block3,117,117check,212,212check,428,428check,321,321check,120,120check,211,211check,414,414check,307,307check,125,125check,219,219check,block4,217,217check,312,312check,128,128check,421,421check,220,220check,311,311check,114,114check,407,407check,225,225check,319,319check
b33,jpn,block1,417,417check,112,112check,328,328check,221,221check,420,420check,111,111check,314,314check,207,207check,425,425check,119,119check,block2,317,317check,412,412check,228,228check,121,121check,320,320check,411,411check,214,214check,107,107check,325,325check,419,419check,block3,117,117check,212,212check,428,428check,321,321check,120,120check,211,211check,414,414check,307,307check,125,125check,219,219check,block4,217,217check,312,312check,128,128check,421,421check,220,220check,311,311check,114,114check,407,407check,225,225check,319,319check
c13,ger,block1,122,122check,227,227check,406,406check,315,315check,109,109check,230,230check,402,402check,329,329check,118,118check,226,226check,block2,222,222check,327,327check,106,106check,415,415check,209,209check,330,330check,102,102check,429,429check,218,218check,326,326check,block3,401,401check,123,123check,303,303check,205,205check,416,416check,113,113check,324,324check,204,204check,410,410check,108,108check,block4,301,301check,423,423check,203,203check,105,105check,316,316check,413,413check,224,224check,104,104check,310,310check,408,408check
c13,jpn,block1,122,122check,227,227check,406,406check,315,315check,109,109check,230,230check,402,402check,329,329check,118,118check,226,226check,block2,222,222check,327,327check,106,106check,415,415check,209,209check,330,330check,102,102check,429,429check,218,218check,326,326check,block3,401,401check,123,123check,303,303check,205,205check,416,416check,113,113check,324,324check,204,204check,410,410check,108,108check,block4,301,301check,423,423check,203,203check,105,105check,316,316check,413,413check,224,224check,104,104check,310,310check,408,408check
c23,ger,block1,201,201check,323,323check,103,103check,405,405check,216,216check,313,313check,124,124check,404,404check,210,210check,308,308check,block2,401,401check,123,123check,303,303check,205,205check,416,416check,113,113check,324,324check,204,204check,410,410check,108,108check,block3,319,319check,425,425check,207,207check,114,114check,311,311check,420,420check,221,221check,128,128check,312,312check,417,417check,block4,119,119check,225,225check,407,407check,314,314check,111,111check,220,220check,421,421check,328,328check,112,112check,217,217check
c23,jpn,block1,201,201check,323,323check,103,103check,405,405check,216,216check,313,313check,124,124check,404,404check,210,210check,308,308check,block2,401,401check,123,123check,303,303check,205,205check,416,416check,113,113check,324,324check,204,204check,410,410check,108,108check,block3,319,319check,425,425check,207,207check,114,114check,311,311check,420,420check,221,221check,128,128check,312,312check,417,417check,block4,119,119check,225,225check,407,407check,314,314check,111,111check,220,220check,421,421check,328,328check,112,112check,217,217check
c33,ger,block1,419,419check,125,125check,307,307check,214,214check,411,411check,120,120check,321,321check,228,228check,412,412check,117,117check,block2,319,319check,425,425check,207,207check,114,114check,311,311check,420,420check,221,221check,128,128check,312,312check,417,417check,block3,122,122check,227,227check,406,406check,315,315check,109,109check,230,230check,402,402check,329,329check,118,118check,226,226check,block4,222,222check,327,327check,106,106check,415,415check,209,209check,330,330check,102,102check,429,429check,218,218check,326,326check
c33,jpn,block1,419,419check,125,125check,307,307check,214,214check,411,411check,120,120check,321,321check,228,228check,412,412check,117,117check,block2,319,319check,425,425check,207,207check,114,114check,311,311check,420,420check,221,221check,128,128check,312,312check,417,417check,block3,122,122check,227,227check,406,406check,315,315check,109,109check,230,230check,402,402check,329,329check,118,118check,226,226check,block4,222,222check,327,327check,106,106check,415,415check,209,209check,330,330check,102,102check,429,429check,218,218check,326,326check
d13,ger,block1,126,126check,218,218check,429,429check,302,302check,130,130check,209,209check,415,415check,306,306check,127,127check,222,222check,block2,226,226check,318,318check,129,129check,402,402check,230,230check,309,309check,115,115check,406,406check,227,227check,322,322check,block3,417,417check,112,112check,328,328check,221,221check,420,420check,111,111check,314,314check,207,207check,425,425check,119,119check,block4,317,317check,412,412check,228,228check,121,121check,320,320check,411,411check,214,214check,107,107check,325,325check,419,419check
d13,jpn,block1,126,126check,218,218check,429,429check,302,302check,130,130check,209,209check,415,415check,306,306check,127,127check,222,222check,block2,226,226check,318,318check,129,129check,402,402check,230,230check,309,309check,115,115check,406,406check,227,227check,322,322check,block3,417,417check,112,112check,328,328check,221,221check,420,420check,111,111check,314,314check,207,207check,425,425check,119,119check,block4,317,317check,412,412check,228,228check,121,121check,320,320check,411,411check,214,214check,107,107check,325,325check,419,419check
d23,ger,block1,217,217check,312,312check,128,128check,421,421check,220,220check,311,311check,114,114check,407,407check,225,225check,319,319check,block2,417,417check,112,112check,328,328check,221,221check,420,420check,111,111check,314,314check,207,207check,425,425check,119,119check,block3,308,308check,410,410check,204,204check,124,124check,313,313check,416,416check,205,205check,103,103check,323,323check,401,401check,block4,108,108check,210,210check,404,404check,324,324check,113,113check,216,216check,405,405check,303,303check,123,123check,201,201check
d23,jpn,block1,217,217check,312,312check,128,128check,421,421check,220,220check,311,311check,114,114check,407,407check,225,225check,319,319check,block2,417,417check,112,112check,328,328check,221,221check,420,420check,111,111check,314,314check,207,207check,425,425check,119,119check,block3,308,308check,410,410check,204,204check,124,124check,313,313check,416,416check,205,205check,103,103check,323,323check,401,401check,block4,108,108check,210,210check,404,404check,324,324check,113,113check,216,216check,405,405check,303,303check,123,123check,201,201check
d33,ger,block1,408,408check,110,110check,304,304check,224,224check,413,413check,116,116check,305,305check,203,203check,423,423check,101,101check,block2,308,308check,410,410check,204,204check,124,124check,313,313check,416,416check,205,205check,103,103check,323,323check,401,401check,block3,126,126check,218,218check,429,429check,302,302check,130,130check,209,209check,415,415check,306,306check,127,127check,222,222check,block4,226,226check,318,318check,129,129check,402,402check,230,230check,309,309check,115,115check,406,406check,227,227check,322,322check
